timestamp,variable,valor,etiqueta
2024-11-09T08:59:00Z,Nivel Pozo WAS,4.374,outlier
2024-11-09T09:00:00Z,Nivel Pozo WAS,4.397,outlier
2024-11-09T09:01:00Z,Nivel Pozo WAS,4.393,outlier
2024-11-09T09:02:00Z,Nivel Pozo WAS,4.38,outlier
2024-11-09T09:03:00Z,Nivel Pozo WAS,4.366,outlier
2024-11-09T09:04:00Z,Nivel Pozo WAS,4.36,outlier
2024-11-09T09:05:00Z,Nivel Pozo WAS,4.36,outlier
2024-11-09T09:06:00Z,Nivel Pozo WAS,4.3580000000000005,outlier
2024-11-09T09:08:00Z,Nivel Pozo WAS,4.384,outlier
2024-11-09T09:10:00Z,Nivel Pozo WAS,4.36,outlier
2024-11-09T09:11:00Z,Nivel Pozo WAS,4.384,outlier
2024-11-09T09:12:00Z,Nivel Pozo WAS,4.393,outlier
2024-11-09T09:13:00Z,Nivel Pozo WAS,4.388,outlier
2024-11-09T09:14:00Z,Nivel Pozo WAS,4.384,outlier
2024-11-09T09:15:00Z,Nivel Pozo WAS,4.378,outlier
2024-11-09T09:16:00Z,Nivel Pozo WAS,4.378,outlier
2024-11-09T09:17:00Z,Nivel Pozo WAS,4.378,outlier
2024-11-09T09:18:00Z,Nivel Pozo WAS,4.376,outlier
2024-11-09T09:19:00Z,Nivel Pozo WAS,4.382,outlier
2024-11-09T09:20:00Z,Nivel Pozo WAS,4.378,outlier
2024-11-09T09:21:00Z,Nivel Pozo WAS,4.378,outlier
2024-11-09T09:22:00Z,Nivel Pozo WAS,4.391,outlier
2024-11-09T09:23:00Z,Nivel Pozo WAS,4.368,outlier
2024-11-09T09:24:00Z,Nivel Pozo WAS,4.403,outlier
2024-11-09T09:25:00Z,Nivel Pozo WAS,4.385,outlier
2024-11-09T09:26:00Z,Nivel Pozo WAS,4.407,outlier
2024-11-09T09:27:00Z,Nivel Pozo WAS,4.388,outlier
2024-11-09T09:28:00Z,Nivel Pozo WAS,4.396,outlier
2024-11-09T09:30:00Z,Nivel Pozo WAS,4.393,outlier
2024-11-09T09:31:00Z,Nivel Pozo WAS,4.393,outlier
2024-11-09T09:32:00Z,Nivel Pozo WAS,4.378,outlier
2024-11-09T09:33:00Z,Nivel Pozo WAS,4.391,outlier
2024-11-09T09:34:00Z,Nivel Pozo WAS,4.415,outlier
2024-11-09T09:35:00Z,Nivel Pozo WAS,4.378,outlier
2024-11-09T09:36:00Z,Nivel Pozo WAS,4.401,outlier
2024-11-09T09:37:00Z,Nivel Pozo WAS,4.37,outlier
2024-11-09T09:38:00Z,Nivel Pozo WAS,4.368,outlier
2024-11-09T09:40:00Z,Nivel Pozo WAS,4.3845,outlier
2024-11-09T09:41:00Z,Nivel Pozo WAS,4.37,outlier
2024-11-09T09:43:00Z,Nivel Pozo WAS,4.413,outlier
2024-11-09T09:44:00Z,Nivel Pozo WAS,4.378,outlier
2024-11-09T09:45:00Z,Nivel Pozo WAS,4.36,outlier
2024-11-09T09:46:00Z,Nivel Pozo WAS,4.382,outlier
2024-11-09T09:48:00Z,Nivel Pozo WAS,4.37,outlier
2024-11-09T09:49:00Z,Nivel Pozo WAS,4.409,outlier
2024-11-09T09:50:00Z,Nivel Pozo WAS,4.382,outlier
2024-11-09T09:51:00Z,Nivel Pozo WAS,4.37,outlier
2024-11-09T09:52:00Z,Nivel Pozo WAS,4.38,outlier
2024-11-09T09:54:00Z,Nivel Pozo WAS,4.403,outlier
2024-11-09T09:55:00Z,Nivel Pozo WAS,4.36,outlier
