timestamp,Flujo Aire Reactor 1,Flujo Aire Reactor 3,OD Reactor 1,OD Reactor 2,test
2024-08-12T19:45:00-04:00,,,,,
2024-08-12T19:52:00-04:00,,,,0.0,
2024-08-12T19:53:00-04:00,,,,0.0,
2024-08-12T19:54:00-04:00,,,,0.0,
2024-08-12T19:55:00-04:00,,,,0.0,
2024-08-12T19:56:00-04:00,,,,0.0,
2024-08-12T19:57:00-04:00,,,,0.0,
2024-08-12T19:58:00-04:00,,,,0.0,
2024-08-12T19:59:00-04:00,,,,0.0,
2024-08-12T20:00:00-04:00,,,,0.0,
2024-08-12T20:01:00-04:00,,,,0.0,
2024-08-12T20:02:00-04:00,,,,0.0,
2024-08-12T20:03:00-04:00,,,,0.0,
2024-08-12T20:04:00-04:00,,,,0.0,
2024-08-12T20:05:00-04:00,,,,0.0,
2024-08-12T20:06:00-04:00,,,,0.0,
2024-08-12T20:07:00-04:00,,,,0.0,
2024-08-12T20:08:00-04:00,,,,0.0,
2024-08-12T20:09:00-04:00,,,,0.0,
2024-08-12T20:10:00-04:00,,,,0.0,
2024-08-12T20:11:00-04:00,,,,0.0,
2024-08-12T20:12:00-04:00,,,,0.0,
2024-08-12T20:13:00-04:00,,,,0.0,
2024-08-12T20:14:00-04:00,,,,0.0,
2024-08-12T20:15:00-04:00,,,,0.0,
2024-08-12T20:16:00-04:00,,,,0.0,
2024-08-12T20:17:00-04:00,,,,0.0,
2024-08-12T20:18:00-04:00,,,,0.0,
2024-08-12T20:19:00-04:00,,,,0.0,
2024-08-12T20:20:00-04:00,,,,0.0,
2024-08-12T20:21:00-04:00,,,,0.0,
2024-08-12T20:22:00-04:00,,,,0.0,
2024-08-12T20:23:00-04:00,,,,0.0,
2024-08-12T20:24:00-04:00,,,,0.0,
2024-08-12T20:25:00-04:00,,,,0.0,
2024-08-12T20:26:00-04:00,,,,0.0,
2024-08-12T20:27:00-04:00,,,,0.0,
2024-08-12T20:28:00-04:00,,,,0.0,
2024-08-12T20:29:00-04:00,,,,0.0,
2024-08-12T20:30:00-04:00,,,,0.0,
2024-08-12T20:31:00-04:00,,,,0.0,
2024-08-12T20:32:00-04:00,,,,0.0,
2024-08-12T20:33:00-04:00,,,,0.0,
2024-08-12T20:34:00-04:00,,,,0.0,
2024-08-12T20:35:00-04:00,,,,0.0,
2024-08-12T20:36:00-04:00,,,,0.0,
2024-08-12T20:37:00-04:00,,,,0.0,
2024-08-12T20:38:00-04:00,,,,0.0,
2024-08-12T20:39:00-04:00,,,,0.0,
2024-08-12T20:40:00-04:00,,,,0.0,
2024-08-12T20:41:00-04:00,,,,0.0,
2024-08-12T20:42:00-04:00,,,,0.0,
2024-08-12T20:43:00-04:00,,,,0.0,
2024-08-12T20:44:00-04:00,,,,0.0,
2024-08-12T20:45:00-04:00,,,,0.0,
2024-08-12T20:46:00-04:00,,,,0.0,
2024-08-12T20:47:00-04:00,,,,0.0,
2024-08-12T20:48:00-04:00,,,,0.0,
2024-08-12T20:49:00-04:00,,,,0.0,
2024-08-12T20:50:00-04:00,,,,0.0,
2024-08-12T20:51:00-04:00,,,,0.0,
2024-08-12T20:52:00-04:00,,,2.712,0.0,
2024-08-12T20:53:00-04:00,,,1.818,0.0,
2024-08-12T20:54:00-04:00,,,2.76,0.0,
2024-08-12T20:55:00-04:00,,,1.91,0.0,
2024-08-12T20:56:00-04:00,,,2.544,0.0,
2024-08-12T20:57:00-04:00,,,1.522,0.0,
2024-08-12T20:58:00-04:00,,,2.594,0.0,
2024-08-12T20:59:00-04:00,,,1.68,0.0,
2024-08-12T21:00:00-04:00,,,2.678,0.0,
2024-08-12T21:01:00-04:00,,,1.638,0.0,
2024-08-12T21:02:00-04:00,,,2.4,0.0,
2024-08-12T21:03:00-04:00,,,1.49,0.0,
2024-08-12T21:04:00-04:00,,,2.368,0.0,
2024-08-12T21:05:00-04:00,,,1.52,0.0,
2024-08-12T21:06:00-04:00,,,2.464,0.0,
2024-08-12T21:07:00-04:00,,,1.656,0.0,
2024-08-12T21:08:00-04:00,,,2.234,0.0,
2024-08-12T21:09:00-04:00,,,1.478,0.0,
2024-08-12T21:10:00-04:00,,,2.456,0.0,
2024-08-12T21:11:00-04:00,,,1.55,0.0,
2024-08-12T21:12:00-04:00,,,2.424,0.0,
2024-08-12T21:13:00-04:00,,,1.524,0.0,
2024-08-12T21:14:00-04:00,,,2.472,0.0,
2024-08-12T21:15:00-04:00,,,1.592,0.0,
2024-08-12T21:16:00-04:00,,,2.424,0.0,
