column,episode_start,episode_end
Flujo_Afluente_PTAR_ajustada,2024-08-12 18:54:00,2024-08-12 19:12:00
Flujo_Afluente_PTAR_ajustada,2024-08-13 00:20:00,2024-08-13 03:29:00
Flujo_Afluente_PTAR_ajustada,2024-08-14 06:00:00,2024-08-14 07:44:00
Flujo_Afluente_PTAR_ajustada,2024-08-14 09:32:00,2024-08-14 10:26:00
Flujo_Afluente_PTAR_ajustada,2024-08-16 00:12:00,2024-08-16 00:35:00
Flujo_Afluente_PTAR_ajustada,2024-08-16 00:59:00,2024-08-16 01:16:00
